Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Age,Seniority_Days,TotalSpend,TotalChildren,Is_Couple,CmpAccepted_Total,WebRatio,AvgSpendPerPurchase,Education_Enc,y_true,y_proba,y_pred,Cluster,Segment
73803.0,0,1,61,833,80,363,52,26,174,2,9,5,6,6,1,0,0,0,0,0,67,697,1528,1,1,1,0.4285714285714285,72.76190476190476,2,1,0.4264489142593341,0,3,Premium Engages
36732.0,1,1,71,21,5,3,10,1,7,3,1,1,4,2,0,0,0,0,0,0,65,182,47,2,1,0,0.1428571428571428,6.714285714285714,4,0,0.004649502438956283,0,1,Petits Budgets
76842.0,0,0,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,74,57,1130,0,0,0,0.0588235294117647,66.47058823529412,4,0,0.047753217078607954,0,2,Aises Passifs
83512.0,0,0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,38,12,2157,0,1,4,0.1818181818181818,98.04545454545456,2,1,0.7919696376593106,1,3,Premium Engages
96843.0,0,0,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,34,432,1544,0,0,1,0.2142857142857142,55.142857142857146,2,1,0.5202491568126378,1,3,Premium Engages
81975.0,0,1,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,62,540,1588,1,0,1,0.4285714285714285,113.42857142857144,1,0,0.7829162246446479,1,2,Aises Passifs
68126.0,0,0,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,0,33,596,1820,0,0,1,0.4117647058823529,107.05882352941175,4,1,0.6510739005702861,1,3,Premium Engages
20491.0,0,0,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,38,520,30,0,1,0,0.0,7.5,1,0,0.053966317275936544,0,1,Petits Budgets
37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,58,633,40,2,1,0,0.2,8.0,2,0,0.03122740101077269,0,1,Petits Budgets
69098.0,0,0,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,75,498,2440,0,1,0,0.28,97.6,4,0,0.13864155580619236,0,3,Premium Engages
37859.0,1,2,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,62,533,36,3,0,0,0.2,7.2,2,0,0.020081077345518835,0,1,Petits Budgets
46107.0,1,0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,35,139,125,1,0,0,0.1428571428571428,17.857142857142858,2,0,0.005643888863587142,0,1,Petits Budgets
52332.0,0,0,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,65,305,259,0,0,1,0.25,21.58333333333333,2,0,0.025795454991122305,0,1,Petits Budgets
75027.0,0,1,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,71,536,1390,1,1,0,0.45,69.5,2,0,0.07982432996513734,0,2,Aises Passifs
74068.0,0,0,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,48,467,1581,0,1,0,0.1666666666666666,65.875,2,0,0.07727628921639819,0,2,Aises Passifs
72570.0,0,0,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,40,65,1089,0,1,0,0.1739130434782608,47.34782608695652,2,0,0.006037517215536733,0,2,Aises Passifs
55375.0,0,1,3,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,47,255,162,1,1,0,0.1111111111111111,18.0,2,0,0.059791255271536316,0,1,Petits Budgets
102692.0,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,50,450,1112,0,0,4,0.2068965517241379,38.3448275862069,2,1,0.9905953263261928,1,3,Premium Engages
59892.0,0,1,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,54,239,87,1,1,0,0.2857142857142857,12.428571428571429,4,0,0.010864360065895848,0,1,Petits Budgets
55951.0,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,72,675,1374,1,1,2,0.1428571428571428,65.42857142857143,3,0,0.26546265263464996,0,3,Premium Engages
20518.0,1,0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,36,42,25,1,0,0,0.2,5.0,2,0,0.008240522356199265,0,1,Petits Budgets
81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,44,378,1572,0,0,0,0.3,78.6,2,0,0.19180785633124503,0,2,Aises Passifs
75777.0,0,0,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,42,360,1438,0,0,2,0.1428571428571428,68.47619047619048,3,1,0.9411538024600026,1,3,Premium Engages
64813.0,1,0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,46,178,745,1,1,0,0.35,37.25,2,0,0.004594522242053148,0,2,Aises Passifs
7500.0,0,0,59,6,16,11,11,1,16,1,2,0,3,8,0,0,0,0,0,0,48,593,61,0,1,0,0.3333333333333333,10.166666666666666,0,0,0.05723961067746464,0,1,Petits Budgets
28718.0,1,0,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,42,351,57,1,1,0,0.3333333333333333,9.5,2,0,0.006620983972667055,0,1,Petits Budgets
75114.0,0,0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,32,234,1253,0,1,0,0.1578947368421052,65.94736842105263,2,0,0.0641587934551737,0,2,Aises Passifs
71434.0,0,1,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,62,284,1400,1,1,2,0.3684210526315789,73.6842105263158,2,0,0.7675455620725279,1,3,Premium Engages
35246.0,1,1,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,66,74,62,2,0,0,0.375,7.75,2,0,0.011012885672721536,0,1,Petits Budgets
39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,41,500,156,1,1,0,0.375,19.5,2,0,0.03217332539939712,0,1,Petits Budgets
65486.0,0,1,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,67,48,507,1,0,0,0.2352941176470588,29.823529411764707,2,0,0.007431025199210934,0,0,Actifs Moyens
41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,56,235,81,2,1,0,0.2857142857142857,11.571428571428571,2,0,0.012147886794014422,0,1,Petits Budgets
69867.0,0,0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,38,453,925,0,0,1,0.1764705882352941,54.41176470588236,4,1,0.500291952158095,1,2,Aises Passifs
44300.0,1,1,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,59,371,42,2,1,0,0.2,8.4,2,0,0.006618851140656948,0,1,Petits Budgets
22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,61,437,162,0,1,0,0.375,20.25,2,0,0.04981190570163191,0,1,Petits Budgets
31454.0,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,64,358,48,2,1,0,0.3333333333333333,8.0,2,0,0.009886077043087624,0,1,Petits Budgets
70379.0,0,1,84,553,25,142,65,67,8,3,6,3,13,4,0,0,0,0,0,0,48,483,860,1,0,0,0.2608695652173913,37.391304347826086,3,0,0.007009398687300639,0,0,Actifs Moyens
19740.0,0,1,65,7,11,3,10,4,20,2,1,1,3,5,0,0,0,0,0,0,64,462,55,1,1,0,0.1666666666666666,9.166666666666666,2,0,0.008456670592150575,0,1,Petits Budgets
67430.0,0,0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,37,662,1364,0,1,0,0.3793103448275862,47.03448275862069,2,0,0.11034873826958279,0,2,Aises Passifs
89616.0,0,0,36,671,47,655,145,111,15,1,7,5,12,2,0,0,0,0,0,0,41,489,1644,0,0,0,0.28,65.76,3,1,0.3726343824568234,0,2,Aises Passifs
62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,70,414,976,0,1,0,0.2142857142857142,69.71428571428571,2,0,0.012049656992258862,0,2,Aises Passifs
69627.0,0,1,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,62,469,861,1,0,0,0.3636363636363636,39.13636363636363,2,0,0.014041584818159411,0,2,Aises Passifs
36927.0,1,1,46,51,0,16,0,0,4,2,3,0,3,8,0,0,0,0,0,0,69,27,71,2,0,0,0.4285714285714285,10.142857142857142,3,0,0.011347697713989465,0,1,Petits Budgets
38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,69,248,257,1,1,0,0.2727272727272727,23.363636363636363,2,0,0.007859918242731922,0,1,Petits Budgets
79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,42,450,1772,0,1,1,0.2631578947368421,93.26315789473684,2,0,0.1737062874634988,0,2,Aises Passifs
80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,61,3,1495,0,1,1,0.1578947368421052,78.6842105263158,2,0,0.030759238705157795,0,2,Aises Passifs
68487.0,0,0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,36,532,1366,0,1,0,0.3,45.53333333333333,2,0,0.012465178982247239,0,2,Aises Passifs
35704.0,1,1,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,72,177,94,2,1,0,0.2857142857142857,13.428571428571429,2,0,0.011921689229772887,0,1,Petits Budgets
62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,60,292,622,1,1,0,0.3888888888888889,34.55555555555556,1,0,0.00547838525022472,0,2,Aises Passifs
35340.0,1,1,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0,68,0,45,2,0,0,0.3333333333333333,7.5,4,0,0.04551909465406182,0,1,Petits Budgets
101970.0,0,0,69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,0,41,474,1135,0,0,3,0.2142857142857142,40.535714285714285,2,1,0.9666360942237839,1,3,Premium Engages
55012.0,0,1,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,51,100,660,1,1,0,0.4,33.0,4,0,0.004299395339083898,0,0,Actifs Moyens
65777.0,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,57,192,1146,0,1,0,0.1176470588235294,67.41176470588235,2,0,0.008713770630732564,0,2,Aises Passifs
39898.0,0,1,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,70,502,134,1,1,0,0.375,16.75,2,0,0.014706979363740505,0,1,Petits Budgets
27733.0,1,0,16,0,7,5,26,2,17,2,2,0,3,7,0,0,0,0,0,0,43,307,57,1,1,0,0.3333333333333333,9.5,1,0,0.019738659335891525,0,1,Petits Budgets
71965.0,0,1,21,572,19,286,50,38,248,3,6,3,5,3,0,0,0,0,0,0,73,335,1213,1,1,0,0.4,80.86666666666666,2,0,0.06557067422588954,0,0,Actifs Moyens
65176.0,0,1,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,55,608,1531,1,1,0,0.4090909090909091,69.5909090909091,3,0,0.1626060324705452,0,2,Aises Passifs
67605.0,0,0,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,37,455,938,0,1,0,0.1176470588235294,55.1764705882353,2,0,0.010497786871639343,0,2,Aises Passifs
30992.0,1,0,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,48,433,43,1,0,0,0.2,8.6,2,0,0.007869636372952026,0,1,Petits Budgets
46904.0,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,57,603,253,2,0,0,0.4545454545454545,23.0,2,0,0.4712076294550086,0,1,Petits Budgets
79419.0,0,0,96,751,127,687,20,15,31,1,4,6,4,2,0,0,0,0,0,0,54,7,1631,0,1,0,0.2666666666666666,108.73333333333332,3,0,0.08158182721440592,0,2,Aises Passifs
38236.0,1,1,2,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,56,282,88,2,0,0,0.375,11.0,4,0,0.1513885501311168,0,1,Petits Budgets
38415.0,1,1,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,46,543,44,2,1,0,0.2,8.8,2,0,0.008807760535517207,0,1,Petits Budgets
71466.0,0,0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,50,85,1230,0,0,0,0.2105263157894736,64.73684210526316,4,0,0.02342938991776255,0,2,Aises Passifs
35544.0,1,0,77,30,5,23,4,1,4,1,2,0,3,7,0,0,0,0,0,0,46,113,67,1,0,0,0.3333333333333333,11.166666666666666,3,0,0.009253608637719972,0,1,Petits Budgets
72643.0,0,0,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,0,75,487,1429,0,0,1,0.1428571428571428,68.04761904761905,2,1,0.4436478251398361,0,2,Aises Passifs
42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,51,138,67,1,0,0,0.1666666666666666,11.166666666666666,2,0,0.004769766823121501,0,1,Petits Budgets
65991.0,0,1,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,48,660,971,1,1,0,0.36,38.84,2,0,0.03574848907918519,0,0,Actifs Moyens
55412.0,1,1,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,48,219,63,2,0,0,0.3333333333333333,10.5,4,0,0.007355799031155465,0,1,Petits Budgets
75922.0,0,0,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,56,202,1295,0,0,0,0.2222222222222222,71.94444444444444,2,0,0.036479141764884704,0,2,Aises Passifs
59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,49,249,461,1,1,0,0.2,30.73333333333333,2,0,0.0045903278889364366,0,0,Actifs Moyens
25358.0,0,1,57,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,0,77,342,32,1,0,0,0.2,6.4,4,0,0.008516003775924015,0,1,Petits Budgets
21063.0,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,37,277,59,1,0,0,0.3333333333333333,9.833333333333334,0,0,0.015448743325779592,0,1,Petits Budgets
39146.0,1,0,1,94,1,33,13,12,12,3,4,0,4,8,0,0,0,0,0,0,38,500,165,1,0,0,0.4444444444444444,18.33333333333333,2,0,0.4268134267933073,0,1,Petits Budgets
24594.0,1,0,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,45,201,29,1,1,0,0.2,5.8,0,0,0.002640129194521754,0,1,Petits Budgets
57937.0,0,1,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,42,133,683,1,1,0,0.2222222222222222,37.94444444444444,1,0,0.004348631493216382,0,0,Actifs Moyens
48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,61,236,331,1,0,0,0.2307692307692307,25.46153846153846,4,0,0.03452660188670017,0,1,Petits Budgets
50523.0,1,1,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,64,186,91,2,1,0,0.2857142857142857,13.0,1,0,0.0047350564916892055,0,1,Petits Budgets
35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,51,41,49,2,0,1,0.2,9.8,4,1,0.2661239347808937,0,1,Petits Budgets
92955.0,0,0,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,0,51,314,1778,0,1,2,0.2608695652173913,77.30434782608695,2,1,0.5564004311451575,1,3,Premium Engages
90933.0,0,0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,70,90,1685,0,0,1,0.2666666666666666,112.33333333333331,4,0,0.494106021896343,0,3,Premium Engages
42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,46,22,57,1,1,0,0.2,11.4,2,0,0.010923886660858263,0,1,Petits Budgets
77610.0,0,1,70,1245,33,332,21,33,16,2,4,7,4,7,0,0,0,0,0,0,72,608,1680,1,1,0,0.25,105.0,4,0,0.48677160676939246,0,0,Actifs Moyens
48150.0,0,1,24,173,2,39,3,2,47,3,5,1,4,7,0,0,0,0,0,0,75,386,266,1,1,0,0.4545454545454545,24.181818181818183,3,0,0.031369713938293214,0,0,Actifs Moyens
46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,70,588,330,1,1,0,0.4615384615384615,25.384615384615383,2,0,0.05927905003057246,0,0,Actifs Moyens
19789.0,1,0,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,49,221,78,1,1,1,0.2857142857142857,11.142857142857142,1,0,0.36941175862198133,0,1,Petits Budgets
81702.0,0,0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,44,644,1633,0,0,0,0.2592592592592592,60.48148148148148,2,0,0.06488554387286016,0,2,Aises Passifs
16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,45,469,38,2,0,0,0.1428571428571428,5.428571428571429,0,0,0.009270290721170341,0,1,Petits Budgets
74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,55,474,2047,0,1,1,0.238095238095238,97.47619047619048,2,0,0.2185131413675954,0,3,Premium Engages
76320.0,0,1,49,526,35,214,69,53,35,2,6,3,4,2,0,0,0,0,0,0,65,7,932,1,0,0,0.4285714285714285,66.57142857142857,2,0,0.010320675973456107,0,0,Actifs Moyens
38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,69,91,72,2,1,0,0.4285714285714285,10.285714285714286,3,0,0.00797426704467354,0,1,Petits Budgets
20559.0,1,0,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,39,474,53,1,1,0,0.3333333333333333,8.833333333333334,3,0,0.011435908727915941,0,1,Petits Budgets
65640.0,0,1,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,50,120,461,1,1,0,0.3333333333333333,30.73333333333333,4,0,0.005559974882323204,0,0,Actifs Moyens
64831.0,1,1,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,72,384,1120,2,0,0,0.4,74.66666666666667,1,0,0.024417784345399433,0,2,Aises Passifs
57107.0,0,1,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,56,674,416,1,0,2,0.2352941176470588,24.47058823529412,2,1,0.768416116844443,1,0,Actifs Moyens
18358.0,1,0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,35,221,57,1,0,0,0.375,7.125,2,0,0.009905967809133416,0,1,Petits Budgets
42607.0,0,1,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,70,224,350,1,0,0,0.2307692307692307,26.923076923076923,1,0,0.019923866150257766,0,0,Actifs Moyens
42720.0,1,1,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,59,431,654,2,0,0,0.3888888888888889,36.333333333333336,2,1,0.418461587427477,0,0,Actifs Moyens
18589.0,0,0,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,55,543,75,0,0,0,0.2857142857142857,10.714285714285714,2,0,0.03591278379091437,0,1,Petits Budgets
23477.0,1,0,39,38,15,54,3,8,29,3,3,0,4,8,0,0,0,0,0,0,38,251,147,1,1,0,0.375,18.375,2,0,0.029235205862216247,0,1,Petits Budgets
44953.0,0,0,31,728,17,133,11,8,124,1,7,3,13,6,1,0,0,0,0,0,43,555,1021,0,1,1,0.2916666666666667,42.54166666666666,4,0,0.24632656690467994,0,0,Actifs Moyens
48948.0,0,0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,81,513,902,0,0,1,0.3043478260869565,39.21739130434783,4,1,0.8851094179152407,1,2,Aises Passifs
79823.0,0,1,6,835,73,380,114,73,43,1,6,9,7,2,0,1,0,0,0,0,65,90,1518,1,1,1,0.2608695652173913,66.0,2,0,0.18722929912497296,0,3,Premium Engages
13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,54,310,49,2,1,0,0.4285714285714285,7.0,2,0,0.008624090555415976,0,1,Petits Budgets
31788.0,1,0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,41,101,60,1,0,0,0.375,7.5,3,0,0.056061446013141836,0,1,Petits Budgets
94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,71,482,2302,0,1,3,0.2631578947368421,121.15789473684212,2,1,0.9502175582429823,1,3,Premium Engages
78420.0,0,0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,58,365,1453,0,0,0,0.1363636363636363,66.04545454545455,4,0,0.059087391268100836,0,2,Aises Passifs
33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,53,268,131,2,0,0,0.25,16.375,3,0,0.029876919580587,0,1,Petits Budgets
79941.0,0,0,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,48,1,984,0,0,0,0.125,61.5,2,0,0.013435576057343135,0,2,Aises Passifs
25818.0,1,0,51,5,2,8,2,2,9,1,0,1,2,7,0,0,0,0,0,0,53,619,28,1,0,0,0.0,7.0,2,0,0.2049219139197933,0,1,Petits Budgets
60482.0,0,1,81,255,43,134,37,14,24,1,7,2,7,7,0,0,0,0,0,0,48,522,507,1,0,0,0.4117647058823529,29.823529411764707,3,0,0.017804402823497878,0,0,Actifs Moyens
78618.0,0,0,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,67,639,2153,0,1,1,0.1818181818181818,97.86363636363636,2,0,0.06412608072550612,0,2,Aises Passifs
40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,56,450,21,2,1,0,0.0,5.25,2,0,0.008132086241342568,0,1,Petits Budgets
67506.0,0,1,73,90,38,67,33,36,67,1,4,1,6,3,0,0,0,0,0,0,44,178,331,1,0,0,0.3333333333333333,27.58333333333333,1,0,0.005467044424726395,0,0,Actifs Moyens
49681.0,0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,48,237,458,2,1,0,0.4375,28.625,3,0,0.008386274282226895,0,0,Actifs Moyens
79244.0,0,0,58,471,102,125,212,61,245,1,4,10,7,1,0,0,1,1,0,0,31,557,1216,0,0,2,0.1818181818181818,55.27272727272727,2,1,0.8595249898016425,1,2,Aises Passifs
33590.0,2,1,65,4,0,2,0,0,2,1,1,0,2,7,0,0,0,0,0,0,50,238,8,3,1,0,0.25,2.0,2,0,0.00513718652876963,0,1,Petits Budgets
86836.0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,49,655,557,0,1,3,0.2608695652173913,24.217391304347824,4,1,0.983155028512149,1,3,Premium Engages
41154.0,0,1,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,46,446,69,1,1,0,0.1666666666666666,11.5,2,0,0.005531651016749305,0,1,Petits Budgets
78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,52,85,988,0,1,0,0.2142857142857142,70.57142857142857,4,0,0.010146557453956281,0,0,Actifs Moyens
37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,58,466,433,2,0,0,0.3333333333333333,28.866666666666667,2,1,0.719800520301333,1,0,Actifs Moyens
41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,56,185,187,1,0,0,0.4,18.7,3,0,0.05761846753444724,0,1,Petits Budgets
80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,61,3,1495,0,1,1,0.1578947368421052,78.6842105263158,2,0,0.030759238705157795,0,2,Aises Passifs
34242.0,0,1,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,65,98,15,1,1,0,0.0,3.75,3,0,0.0036115216118483852,0,1,Petits Budgets
82584.0,0,0,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,50,390,1435,0,1,2,0.1875,89.6875,3,1,0.11005036188397152,0,3,Premium Engages
62882.0,0,1,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,55,689,1338,1,1,0,0.3684210526315789,70.42105263157895,2,0,0.21103310427759953,0,2,Aises Passifs
66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,62,571,1065,1,0,0,0.25,66.5625,2,0,0.015878506844881984,0,0,Actifs Moyens
59601.0,0,1,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,47,339,797,1,0,1,0.1666666666666666,66.41666666666667,1,0,0.24453582796185078,0,0,Actifs Moyens
77457.0,0,0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,77,116,1157,0,0,1,0.1111111111111111,64.27777777777777,2,0,0.01676618640404499,0,3,Premium Engages
19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,56,154,69,2,1,1,0.4285714285714285,9.857142857142858,2,0,0.5637874953001535,1,1,Petits Budgets
26487.0,1,0,23,2,8,10,12,14,23,3,2,1,3,5,0,0,0,0,0,0,46,405,69,1,0,0,0.2857142857142857,9.857142857142858,0,0,0.08590512689338715,0,1,Petits Budgets
11448.0,0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,49,196,14,0,0,0,0.25,3.5,1,0,0.01875383767031992,0,1,Petits Budgets
50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,68,494,685,1,1,1,0.5,34.25,3,0,0.10029740202117408,0,0,Actifs Moyens
54549.0,0,1,8,216,2,6,0,0,9,2,5,1,4,7,0,0,0,0,0,0,72,118,233,1,1,0,0.4545454545454545,21.181818181818183,4,0,0.02824209853335094,0,1,Petits Budgets
41638.0,0,1,68,315,0,31,4,0,91,4,5,5,3,8,1,0,0,0,0,0,60,501,441,1,0,1,0.3571428571428571,31.5,2,0,0.3514722017841811,0,0,Actifs Moyens
36627.0,2,0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,49,341,16,2,0,0,0.0,4.0,2,0,0.005999293673541365,0,1,Petits Budgets
54591.0,0,1,63,376,4,94,12,9,24,3,6,2,8,5,0,0,0,0,0,0,75,328,519,1,1,0,0.3529411764705882,30.529411764705884,2,0,0.005423977352265973,0,0,Actifs Moyens
75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,45,58,1440,0,1,0,0.3809523809523809,68.57142857142857,2,0,0.014538702841627796,0,2,Aises Passifs
38829.0,0,1,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,65,84,99,1,1,0,0.375,12.375,4,0,0.008907724209939382,0,1,Petits Budgets
34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,29,95,23,0,0,0,0.25,5.75,2,0,0.007596749676830398,0,1,Petits Budgets
79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,57,66,564,2,0,0,0.4444444444444444,31.33333333333333,2,0,0.017536607212180887,0,0,Actifs Moyens
22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,58,529,96,0,1,0,0.3333333333333333,16.0,0,0,0.041167496975143755,0,1,Petits Budgets
